Name,Kingdom,Species,%identity,%cover,Length,Matches Percentage
AQP 9584,Bacteria,Pseudomonas anguilliseptica 99.59%,98.47%,100.00%,523,"Pseudomonas peli 98.47%
Pseudomonas guineae 98.28%
Pseudomonas viridiflava 97.51%
Pseudomonas composti 97.68%
Pseudomonas veronii 97.32%
Pseudomonas extremaustralis 14-3 97.32%
Pseudomonas marginalis 97.32%
Pseudomonas fluorescens 97.13%
Pseudomonas fildesensis 97.13%
Pseudomonas extremorientalis 97.13%
Pseudomonas meridiana 97.13%
Pseudomonas antarctica 97.13%
Pseudomonas asturiensis 97.13%
Pseudomonas cuatrocienegasensis 97.13%
Pseudomonas anguilliseptica 99.59%
Pseudomonas trivialis 97.13%
Pseudomonas poae 97.13%
Pseudomonas costantinii 96.94%
Pseudomonas arsenicoxydans 96.95%
Pseudomonas orientalis 96.94%"
AQP 9493,Bacteria,Pseudomonas anguilliseptica 99.76%,99.76%,100.00%,872,"Pseudomonas peli 98.39%
Pseudomonas anguilliseptica 99.76%
Pseudomonas guineae 97.36%
Pseudomonas veronii 97.13%
Pseudomonas fildesensis 97.02%
Pseudomonas extremorientalis 97.01%
Pseudomonas extremaustralis 14-3 97.01%
Pseudomonas trivialis 97.01%
Pseudomonas poae 97.01%
Pseudomonas composti 97.22%
Pseudomonas marginalis 97.00%
Pseudomonas costantinii 96.90%
Pseudomonas fluorescens 96.79%
Pseudomonas tolaasii 96.79%
Pseudomonas lurida 96.79%
Pseudomonas viridiflava 96.89%
Pseudomonas meridiana 96.79%
Pseudomonas antarctica 96.79%
Pseudomonas borbori 96.79%
Pseudomonas canadensis 96.79%"
AQP 9453,Bacteria,"Pseudomonas composti 98.27%
Pseudomonas guineae 98.15%
Pseudomonas peli 98.03%",98.27%,100.00%,811,"Pseudomonas composti 98.27%
Pseudomonas guineae 98.15%
Pseudomonas peli 98.03%
Pseudomonas taeanensis MS-3 97.90%
Pseudomonas cuatrocienegasensis 97.66%
Pseudomonas borbori 97.29%
Pseudomonas chlororaphis subsp. aureofaciens 96.67%
Pseudomonas indoloxydans 96.68%
Pseudomonas chlororaphis subsp. aurantiaca 96.55%
Pseudomonas chengduensis 96.56%
Pseudomonas endophytica 96.43%
Pseudomonas viridiflava 96.42%
Pseudomonas helleri 96.43%
Pseudomonas toyotomiensis 96.43%
Pseudomonas marincola 96.33%
Pseudomonas mendocina 96.31%
Pseudomonas oleovorans 96.31%
Pseudomonas migulae 96.30%
Pseudomonas asturiensis 96.30%
Pseudomonas oleovorans subsp. lubricantis 96.31%"
AQP 4177,Bacteria,Pseudomonas guineae,98.31%,100.00%,651,"Pseudomonas guineae 98.31%
Pseudomonas peli 97.85%
Pseudomonas cuatrocienegasensis 97.85%
Pseudomonas composti 97.70%
Pseudomonas taeanensis MS-3 97.54%
Pseudomonas indoloxydans 97.24%
Pseudomonas chengduensis 97.08%
Pseudomonas alcaliphila 97.08%
Pseudomonas oleovorans subsp. lubricantis 97.08%
Pseudomonas toyotomiensis 96.93%
Pseudomonas oleovorans 96.77%
Pseudomonas endophytica 96.77%
Pseudomonas hydrolytica 96.78%
Pseudomonas chlororaphis subsp. aurantiaca 96.77%
Pseudomonas anguilliseptica 96.62%
Pseudomonas chlororaphis subsp. aureofaciens 96.62%
Pseudomonas chlororaphis 96.62%
Pseudomonas mendocina 96.47%
Pseudomonas borbori 96.47%
Pseudomonas psychrophila 96.46%"
AQP 9463,Bacteria,Pseudomonas hussainii,98.35%,99.79%,488,"Pseudomonas hussainii 98.35%
Pseudomonas benzenivorans 95.66%
Pseudomonas glareae 95.09%
Pseudomonas guariconensis 94.89%
Pseudomonas panipatensis 94.42%"
AQP 9632,Bacteria,Pseudomonas hussainii,98.64%,100.00%,585,"Pseudomonas hussainii 98.64%
Pseudomonas benzenivorans 95.00%
Pseudomonas guariconensis 94.54%
Pseudomonas glareae 94.53%
Pseudomonas panipatensis 94.15%"
AQP 9575,Bacteria,Pseudomonas pachastrellae,99.74%,100.00%,770,"Pseudomonas pachastrellae 99.74%
Pseudomonas oceani 97.03%
Pseudomonas aestusnigri 96.64%
Pseudomonas duriflava 95.60%
Pseudomonas pohangensis 95.47%
Pseudomonas jilinensis 95.35%
Pseudomonas sabulinigri 95.08%"
AQP 4178,Bacteria,"Pseudomonas peli 99.12%
Pseudomonas guineae 98.68%",99.12%,99.56%,684,"Pseudomonas peli 99.12%
Pseudomonas guineae 98.68%
Pseudomonas anguilliseptica 98.03%
Pseudomonas cuatrocienegasensis 96.92%
Pseudomonas composti 97.04%
Pseudomonas taeanensis MS-3 96.60%
Pseudomonas brenneri 96.05%
Pseudomonas chlororaphis subsp. aurantiaca 95.89%
Pseudomonas fildesensis 95.90%
Pseudomonas chlororaphis subsp. aureofaciens 95.74%
Pseudomonas veronii 95.75%
Pseudomonas migulae 95.74%
Pseudomonas helleri 95.74%
Pseudomonas gessardii 95.75%
Pseudomonas palleroniana 95.75%
Pseudomonas borbori 95.87%
Pseudomonas pohangensis 95.61%
Pseudomonas tolaasii 95.60%
Pseudomonas lactis 95.60%
Pseudomonas marginalis 95.60%"
AQP 4248,Bacteria,Pseudorhodobacter wandonensis,100.00%,100.00%,811,"Pseudorhodobacter wandonensis 100.00%
Pseudorhodobacter ferrugineus 96.85%
Pseudorhodobacter psychrotolerans 97.04%
Pseudorhodobacter collinsensis 97.04%
Pseudorhodobacter antarcticus 96.37%
Pseudorhodobacter sinensis 96.55%
Pseudorhodobacter aquaticus 96.43%
Rhodobacter ovatus 96.31%
Frigidibacter albus 96.30%
Defluviimonas alba 96.18%
Gemmobacter megaterium 96.05%
Rhodobacter sediminis 95.93%
Rhodobacter capsulatus 95.93%
Gemmobacter tilapiae 95.93%
Falsirhodobacter halotolerans 95.92%
Rhodobacter sphaeroides 95.69%
Rhodobacter azotoformans 95.69%
Rhodobacter johrii 95.69%
Rhodobacter azollae 95.57%
Rhodobacter alkalitolerans 95.57%"
AQP 4829,Bacteria,Pseudovibrio ascidiaceicola,99.50%,100.00%,804,"Pseudovibrio ascidiaceicola 99.50%
Pseudovibrio japonicus 99.13%
Pseudovibrio denitrificans 98.26%
Pseudovibrio axinellae 97.27%
Pseudovibrio hongkongensis 95.91%
Pseudovibrio stylochi 95.17%"
AQP 4760,Bacteria,"Psychrobacter fozii 98.62%
Psychrobacter fjordensis 98.62%",98.62%,99.72%,726,"Psychrobacter fozii 98.62%
Psychrobacter fjordensis 98.62%
Psychrobacter aquimaris 98.07%
Psychrobacter glaciei 97.93%
Psychrobacter arcticus 97.65%
Psychrobacter okhotskensis 97.65%
Psychrobacter adeliensis 97.51%
Psychrobacter immobilis 97.24%
Psychrobacter cryohalolentis K5 97.38%
Psychrobacter luti 96.96%
Psychrobacter cibarius 96.84%
Psychrobacter urativorans 96.70%
Psychrobacter nivimaris 96.69%
Psychrobacter glacincola 96.55%
Psychrobacter muriicola 96.41%
Psychrobacter proteolyticus 96.40%
Psychrobacter piscatorii 96.28%
Psychrobacter maritimus 96.00%
Psychrobacter namhaensis 95.86%
Psychrobacter aquaticus 95.86%"
AQP 9412,Bacteria,Qipengyuania citrea,99.15%,100.00%,819,"Qipengyuania citrea 99.15%
Erythrobacter aureus 98.90%
Qipengyuania pelagi 98.66%
Pelagerythrobacter marensis 98.41%
Qipengyuania nanhaisediminis 98.40%
Qipengyuania vulgaris 98.17%
Qipengyuania seohaensis 98.05%
Novosphingobium tardaugens 97.92%
Qipengyuania aquimaris 97.68%
Alteriqipengyuania lutimaris 97.44%
Pelagerythrobacter marinus 97.44%
Altererythrobacter luteolus 97.19%
Altererythrobacter xiamenensis 97.20%
Parapontixanthobacter aurantiacus 97.19%
Erythrobacter litoralis 97.19%
Qipengyuania algicida 97.07%
Erythrobacter sanguineus 96.95%
Erythrobacter longus 96.95%
Qipengyuania flava 96.95%
Sphingomonas phyllosphaerae 96.95%"
AQP 9446,Bacteria,Qipengyuania citrea,99.01%,100.00%,805,"Qipengyuania citrea 99.01%
Erythrobacter aureus 98.76%
Qipengyuania pelagi 98.63%
Pelagerythrobacter marensis 98.26%
Qipengyuania nanhaisediminis 98.26%
Qipengyuania vulgaris 98.01%
Qipengyuania seohaensis 97.89%
Novosphingobium tardaugens 97.76%
Qipengyuania aquimaris 97.52%
Alteriqipengyuania lutimaris 97.27%
Pelagerythrobacter marinus 97.27%
Altererythrobacter luteolus 97.02%
Altererythrobacter xiamenensis 97.02%
Parapontixanthobacter aurantiacus 97.02%
Erythrobacter litoralis 97.02%
Qipengyuania flava 97.83%
Qipengyuania algicida 96.89%
Sphingomonas phyllosphaerae 97.70%
Erythrobacter sanguineus 96.77%
Erythrobacter longus 96.77%"
AQP 9476,Bacteria,"Qipengyuania nanhaisediminis 99.77%
Qipengyuania vulgaris 99.30%
Qipengyuania aquimaris 99.07%",99.77%,99.65%,862,"Qipengyuania nanhaisediminis 99.77%
Qipengyuania vulgaris 99.30%
Qipengyuania aquimaris 99.07%
Erythrobacter litoralis 98.61%
Erythrobacter longus 98.38%
Qipengyuania citrea 98.15%
Qipengyuania algicida 98.03%
Porphyrobacter meromictius 98.03%
Pelagerythrobacter marinus 98.03%
Altererythrobacter ishigakiensis 97.80%
Pelagerythrobacter marensis 97.68%
Qipengyuania seohaensis 97.57%
Qipengyuania flava 97.46%
Sphingomonas phyllosphaerae 97.46%
Erythrobacter aureus 97.45%
Qipengyuania gaetbuli 97.45%
Tsuneonella mangrovi 97.33%
Qipengyuania oceanensis 97.34%
Altererythrobacter xiamenensis 97.22%
Parerythrobacter jejuensis 97.22%"
AQP 9532,Bacteria,"Qipengyuania nanhaisediminis 98.16%
Qipengyuania aquimaris 97.80%
Qipengyuania vulgaris 97.67%
Erythrobacter longus 97.67%",98.16%,100.00%,815,"Qipengyuania nanhaisediminis 98.16%
Qipengyuania aquimaris 97.80%
Qipengyuania vulgaris 97.67%
Erythrobacter longus 97.67%
Altererythrobacter ishigakiensis 97.55%
Qipengyuania seohaensis 97.55%
Erythrobacter litoralis 97.18%
Porphyrobacter meromictius 97.07%
Erythrobacter neustonensis 97.06%
Parerythrobacter jejuensis 96.94%
Erythrobacter donghaensis 96.82%
Erythrobacter colymbi 96.57%
Qipengyuania oceanensis 96.58%
Qipengyuania citrea 96.45%
Qipengyuania algicida 96.45%
Novosphingobium tardaugens 96.45%
Erythrobacter tepidarius 96.45%
Pelagerythrobacter marinus 96.33%
Altererythrobacter luteolus 96.21%
Erythrobacter sanguineus 96.08%"
AQP 9471,Bacteria,"Qipengyuania vulgaris 98.31%
Erythrobacter litoralis 98.31%
Erythrobacter longus 98.31%
Altererythrobacter ishigakiensis 98.31%
Qipengyuania aquimaris 98.31%",98.31%,100.00%,178,"Erythrobacter litoralis 98.31%
Qipengyuania vulgaris 98.31%
Erythrobacter longus 98.31%
Altererythrobacter ishigakiensis 98.31%
Qipengyuania aquimaris 98.31%
Porphyrobacter meromictius 97.19%
Qipengyuania oceanensis 97.19%
Qipengyuania nanhaisediminis 98.24%
Parerythrobacter jejuensis 96.63%
Qipengyuania algicida 96.07%
Erythrobacter donghaensis 96.07%
Erythrobacter colymbi 95.51%
Altererythrobacter salegens 95.51%
Tsuneonella troitsensis 95.51%
Erythrobacter neustonensis 95.51%
Qipengyuania gaetbuli 95.51%"
AQP 4262,Bacteria,"Qipengyuania vulgaris 100.00%
Altererythrobacter ishigakiensis 100.00%
Qipengyuania aquimaris 100.00%
Qipengyuania nanhaisediminis 100.00%",100.00%,100.00%,387,"Qipengyuania vulgaris 100.00%
Altererythrobacter ishigakiensis 100.00%
Qipengyuania aquimaris 100.00%
Qipengyuania nanhaisediminis 100.00%
Erythrobacter longus 99.48%
Erythrobacter litoralis 98.97%
Parerythrobacter jejuensis 98.71%
Qipengyuania oceanensis 98.71%
Porphyrobacter meromictius 98.19%
Pelagerythrobacter marinus 97.93%
Qipengyuania seohaensis 97.93%
Qipengyuania algicida 97.67%
Altererythrobacter xiamenensis 97.67%
Qipengyuania gaetbuli 97.67%
Erythrobacter neustonensis 97.42%
Pelagerythrobacter marensis 97.42%
Tsuneonella troitsensis 97.16%
Erythrobacter tepidarius 97.16%
Qipengyuania citrea 96.90%
Altererythrobacter estronivorus 96.90%"
AQP 9466,Bacteria,"Rheinheimera aquimaris 98.66%
Rheinheimera pleomorphica 98.54%
Rheinheimera japonica 99.48%",98.66%,100.00%,819,"Rheinheimera aquimaris 98.66%
Rheinheimera pleomorphica 98.54%
Rheinheimera japonica 99.48%
Rheinheimera gaetbuli 96.97%
Rheinheimera hassiensis 96.96%
Rheinheimera muenzenbergensis 98.96%
Rheinheimera nanhaiensis E407-8 98.70%
Rheinheimera marina 96.00%
Rheinheimera aestuarii 98.18%
Rheinheimera pacifica 97.79%
Rheinheimera baltica 95.02%
Rheinheimera sediminis 97.12%
Rheinheimera riviphila 96.99%
Alishewanella longhuensis 96.86%"
AQP 4197,Bacteria,Rhodococcus coprophilus,98.90%,100.00%,364,"Rhodococcus coprophilus 98.90%
Rhodococcus zopfii 98.36%
Rhodococcus phenolicus 97.80%
Rhodococcus artemisiae 96.99%
Rhodococcus pyridinivorans 96.70%
Rhodococcus ruber 96.15%
Rhodococcus rhodochrous 95.88%
Rhodococcus aetherivorans 96.11%
Rhodococcus biphenylivorans 95.33%
Rhodococcus gannanensis 97.58%
Rhodococcus koreensis 97.58%"
AQP 4249,Bacteria,"Rhodococcus erythropolis 99.31%
Nocardia coeliaca 99.17%",99.31%,100.00%,725,"Rhodococcus erythropolis 99.31%
Nocardia coeliaca 99.17%
Rhodococcus degradans 98.76%
Rhodococcus qingshengii JCM 15477 98.76%
Rhodococcus qingshengii 98.76%
Rhodococcus baikonurensis 98.34%
Nocardia globerula 97.80%
Rhodococcus globerulus 97.53%
Rhodococcus triatomae 97.25%
Rhodococcus pedocola 96.97%
Rhodococcus marinonascens 96.97%
Rhodococcus canchipurensis 96.84%
Rhodococcus jostii 96.97%
Rhodococcus gannanensis 96.56%
Rhodococcus koreensis 96.70%
Rhodococcus tukisamuensis 96.69%
Rhodococcus maanshanensis 96.56%
Rhodococcus humicola 96.29%
Rhodococcus opacus 96.28%
Rhodococcus wratislaviensis 96.28%"
AQP 9565,Bacteria,"Roseivirga seohaensis subsp. aquiponti 100.00%
Roseivirga ehrenbergii 100.00%",100.00%,100.00%,503,"Roseivirga seohaensis subsp. aquiponti 100.00%
Roseivirga ehrenbergii 100.00%
Roseivirga echinicomitans 99.60%
Roseivirga spongicola 97.42%
Roseivirga marina 97.21%"
AQP 9491,Bacteria,Ruegeria conchae,99.15%,100.00%,467,"Ruegeria conchae 99.15%
Ruegeria profundi 98.72%
Ruegeria meonggei 98.50%
Ruegeria lacuscaerulensis ITI-1157 98.08%
Ruegeria halocynthiae 98.08%
Ruegeria atlantica 98.08%
Ruegeria intermedia 97.86%
Ruegeria marisrubri 97.65%
Ruegeria arenilitoris 97.44%
Ruegeria sediminis 97.01%
Ruegeria pomeroyi 96.79%
Epibacterium ulvae 96.15%
Ruegeria mediterranea M17 95.30%
Pseudoruegeria aestuarii 95.30%
Ruegeria litorea R37 95.09%
Pseudoruegeria limi 96.20%"
AQP 4247,Bacteria,"Ruegeria mediterranea 95.70%
Ruegeria litorea 95.33%",95.70%,100.00%,813,"Ruegeria mediterranea M17 95.70%
Ruegeria litorea R37 95.33%
Ruegeria arenilitoris 94.84%
Ruegeria profundi 94.59%
Ruegeria conchae 94.59%"
AQP 9431,Bacteria,Ruegeria pomeroyi,100.00%,100.00%,784,"Ruegeria pomeroyi 100.00%
Ruegeria sediminis 98.08%
Ruegeria lacuscaerulensis ITI-1157 97.57%
Ruegeria conchae 97.57%
Ruegeria marisrubri 97.44%
Ruegeria profundi 97.44%
Ruegeria atlantica 97.06%
Ruegeria intermedia 96.80%
Ruegeria marina 96.68%
Pseudoruegeria aquimaris 96.68%
Leisingera aquaemixtae 96.56%
Leisingera caerulea DSM 24564 96.43%
Leisingera caerulea 96.17%
Ruegeria mediterranea M17 96.29%
Ruegeria halocynthiae 96.29%
Ruegeria meonggei 96.16%
Cribrihabitans pelagius 96.06%
Ruegeria arenilitoris 96.04%
Epibacterium mobile 96.72%
Phaeobacter gallaeciensis DSM 26640 95.78%"
AQP 9440,Bacteria,Ruegeria pomeroyi,100.00%,100.00%,822,"Ruegeria pomeroyi 100.00%
Ruegeria sediminis 98.05%
Ruegeria lacuscaerulensis ITI-1157 97.57%
Ruegeria conchae 97.57%
Ruegeria marisrubri 97.45%
Ruegeria profundi 97.45%
Ruegeria atlantica 97.08%
Ruegeria intermedia 96.84%
Ruegeria marina 96.84%
Leisingera aquaemixtae 96.72%
Pseudoruegeria aquimaris 96.72%
Leisingera caerulea DSM 24564 96.59%
Leisingera caerulea 96.35%
Ruegeria mediterranea M17 96.35%
Ruegeria halocynthiae 96.35%
Cribrihabitans pelagius 96.24%
Ruegeria meonggei 96.23%
Ruegeria arenilitoris 96.11%
Epibacterium mobile 95.99%
Phaeobacter gallaeciensis DSM 26640 95.86%"
AQP 9520,Bacteria,Ruegeria pomeroyi,100.00%,99.87%,782,"Ruegeria pomeroyi 100.00%
Ruegeria sediminis 98.20%
Ruegeria lacuscaerulensis ITI-1157 97.69%
Ruegeria conchae 97.69%
Ruegeria marisrubri 97.56%
Ruegeria profundi 97.56%
Ruegeria atlantica 97.17%
Ruegeria intermedia 96.92%
Pseudoruegeria aquimaris 96.79%
Ruegeria marina 96.67%
Leisingera aquaemixtae 96.54%
Leisingera caerulea DSM 24564 96.41%
Ruegeria mediterranea M17 96.40%
Ruegeria halocynthiae 96.40%
Leisingera caerulea 96.16%
Ruegeria meonggei 96.27%
Cribrihabitans pelagius 96.04%
Ruegeria arenilitoris 96.14%
Epibacterium mobile 96.02%
Phaeobacter gallaeciensis DSM 26640 95.89%"
AQP 9408,Bacteria,"Ruegeria profundi 98.88%
Ruegeria conchae 98.51%",98.88%,100.00%,806,"Ruegeria profundi 98.88%
Ruegeria conchae 98.51%
Ruegeria arenilitoris 98.26%
Ruegeria lacuscaerulensis ITI-1157 98.26%
Ruegeria atlantica 97.89%
Ruegeria meonggei 97.64%
Ruegeria marisrubri 97.39%
Ruegeria sediminis 97.02%
Ruegeria halocynthiae 96.77%
Ruegeria pomeroyi 96.53%
Epibacterium ulvae 96.41%
Ruegeria intermedia 96.03%
Roseovarius azorensis 95.66%
Ruegeria mediterranea M17 95.66%
Roseovarius scapharcae 95.16%
Epibacterium scottomollicae 95.16%
Leisingera caerulea DSM 24564 95.04%
Ruegeria litorea R37 95.04%
Pseudoruegeria aestuarii 95.04%
Tropicibacter naphthalenivorans 95.04%"
AQP 9487,Bacteria,"Ruegeria profundi 99.44%
Ruegeria conchae 99.03%",99.44%,100.00%,718,"Ruegeria profundi 99.44%
Ruegeria conchae 99.03%
Ruegeria arenilitoris 98.75%
Ruegeria lacuscaerulensis ITI-1157 98.75%
Ruegeria atlantica 98.33%
Ruegeria marisrubri 98.19%
Ruegeria meonggei 98.05%
Ruegeria sediminis 97.63%
Ruegeria pomeroyi 97.35%
Ruegeria halocynthiae 97.08%
Epibacterium ulvae 96.66%
Ruegeria intermedia 96.66%
Ruegeria mediterranea M17 96.52%
Ruegeria marina 95.68%
Leisingera aquaemixtae 95.54%
Ruegeria litorea R37 95.54%
Leisingera caerulea DSM 24564 95.40%
Pseudoruegeria aestuarii 95.40%
Roseovarius azorensis 95.40%
Ponticoccus marisrubri 95.40%"
AQP 9498,Bacteria,"Ruegeria profundi 99.00%
Ruegeria conchae 98.63%",99.00%,100.00%,803,"Ruegeria profundi 99.00%
Ruegeria conchae 98.63%
Ruegeria arenilitoris 98.38%
Ruegeria lacuscaerulensis ITI-1157 98.38%
Ruegeria atlantica 98.01%
Ruegeria meonggei 97.76%
Ruegeria marisrubri 97.51%
Ruegeria sediminis 97.14%
Ruegeria halocynthiae 96.89%
Ruegeria pomeroyi 96.64%
Epibacterium ulvae 96.52%
Ruegeria intermedia 96.14%
Ruegeria mediterranea M17 95.77%
Roseovarius azorensis 95.77%
Roseovarius scapharcae 95.27%
Epibacterium scottomollicae 95.27%
Leisingera caerulea DSM 24564 95.15%
Ruegeria litorea R37 95.15%
Epibacterium mobile 95.91%
Pseudoruegeria aestuarii 95.15%"
AQP 9504,Bacteria,"Ruegeria profundi 99.11%
Ruegeria conchae 98.66%",99.11%,100.00%,671,"Ruegeria profundi 99.11%
Ruegeria conchae 98.66%
Ruegeria arenilitoris 98.36%
Ruegeria lacuscaerulensis ITI-1157 98.35%
Ruegeria marisrubri 97.91%
Ruegeria atlantica 97.91%
Ruegeria meonggei 97.62%
Ruegeria sediminis 97.17%
Ruegeria pomeroyi 96.87%
Ruegeria halocynthiae 96.57%
Ruegeria intermedia 96.27%
Ruegeria mediterranea M17 95.98%
Epibacterium ulvae 96.08%
Leisingera aquaemixtae 95.08%
Ruegeria marina 95.08%"
AQP 9606,Bacteria,"Ruegeria profundi 99.07%
Ruegeria conchae 98.67%",99.07%,99.87%,755,"Ruegeria profundi 99.07%
Ruegeria conchae 98.67%
Ruegeria arenilitoris 98.41%
Ruegeria lacuscaerulensis ITI-1157 98.41%
Ruegeria atlantica 98.01%
Ruegeria meonggei 97.75%
Ruegeria marisrubri 97.48%
Ruegeria sediminis 97.08%
Ruegeria pomeroyi 96.82%
Ruegeria halocynthiae 96.82%
Epibacterium ulvae 96.42%
Ruegeria intermedia 96.02%
Roseovarius azorensis 95.63%
Ruegeria mediterranea M17 95.62%
Leisingera caerulea DSM 24564 95.23%
Ruegeria marina 95.23%
Leisingera aquaemixtae 95.09%
Roseovarius scapharcae 95.09%
Epibacterium scottomollicae 95.09%"
AQP 9533,Bacteria,Salegentibacter agarivorans,99.87%,100.00%,784,"Salegentibacter agarivorans 99.87%
Salegentibacter salinarum 98.98%
Salegentibacter mishustinae 97.20%
Salegentibacter holothuriorum 96.82%
Salegentibacter salegens 96.68%
Salegentibacter salarius 96.32%"
AQP 9602,Bacteria,"Salegentibacter holothuriorum 97.63%
Salegentibacter mishustinae 97.16%
Salegentibacter agarivorans 97.03%",97.63%,100.00%,843,"Salegentibacter holothuriorum 97.63%
Salegentibacter mishustinae 97.16%
Salegentibacter agarivorans 97.03%
Salegentibacter salinarum 96.44%
Salegentibacter salegens 96.56%
Salegentibacter salarius 96.22%"
AQP 9389,Bacteria,"Salinicola salarius 98.33%
Salinicola halophilus 98.33%
Salinicola zeshunii 98.33%",98.33%,100.00%,300,"Salinicola salarius 98.33%
Salinicola halophilus 98.33%
Salinicola zeshunii 98.33%
Salinicola socius 97.67%
Salinicola acroporae 98.92%
Salinicola peritrichatus 95.33%
Halomonas muralis 95.33%
Salinicola tamaricis 95.00%"
AQP 9383,Bacteria,"Salinicola salarius 98.42%
Salinicola halophilus 98.42%
Salinicola zeshunii 98.42%",98.42%,100.00%,253,"Salinicola salarius 98.42%
Salinicola halophilus 98.42%
Salinicola zeshunii 98.42%
Salinicola socius 97.64%
Salinicola acroporae 98.26%
Halomonas ilicicola 95.26%"
AQP 9612,Bacteria,"Salinicola salarius 99.49%
Salinicola socius 99.36%",99.49%,100.00%,780,"Salinicola salarius 99.49%
Salinicola socius 99.36%
Salinicola zeshunii 98.97%
Salinicola acroporae 99.08%
Salinicola halophilus 98.33%
Salinicola tamaricis 96.68%
Salinicola peritrichatus 96.41%
Salinicola rhizosphaerae 95.51%
Halomonas desiderata 95.38%
Halomonas rifensis 95.38%
Halomonas salifodinae BC7 95.36%
Halomonas muralis 95.35%
Halomonas socia 95.00%
Halomonas pacifica 95.10%
Halomonas qijiaojingensis 95.09%
Halomonas taeanensis 96.24%
Halomonas ventosae 95.10%
Halomonas salina 95.65%"
AQP 9549,Bacteria,"Salinicola socius 99.35%
Salinicola salarius 99.35%",99.35%,100.00%,766,"Salinicola socius 99.35%
Salinicola salarius 99.35%
Salinicola zeshunii 98.83%
Salinicola halophilus 98.17%
Salinicola acroporae 98.93%
Salinicola tamaricis 96.49%
Salinicola peritrichatus 96.21%
Halomonas rifensis 95.30%
Halomonas desiderata 95.30%
Halomonas salifodinae BC7 95.18%
Halomonas muralis 95.18%
Salinicola rhizosphaerae 95.28%"
AQP 9512,Bacteria,Salinicola zeshunii,99.70%,100.00%,660,"Salinicola zeshunii 99.70%
Salinicola salarius 98.79%
Salinicola acroporae 99.53%
Salinicola socius 98.34%
Salinicola halophilus 98.18%
Salinicola tamaricis 96.21%
Salinicola peritrichatus 95.91%
Halomonas salifodinae BC7 95.02%"
AQP 9538,Bacteria,Salinicola zeshunii,99.79%,99.79%,470,"Salinicola zeshunii 99.79%
Salinicola halophilus 98.72%
Salinicola salarius 98.51%
Salinicola socius 98.09%
Salinicola acroporae 99.34%
Salinicola tamaricis 95.52%
Salinicola peritrichatus 95.10%"
AQP 9550,Bacteria,Salinicola zeshunii,99.59%,100.00%,485,"Salinicola zeshunii 99.59%
Salinicola halophilus 98.56%
Salinicola salarius 98.35%
Salinicola socius 97.94%
Salinicola acroporae 99.14%
Salinicola tamaricis 95.26%"
AQP 9582,Bacteria,Salinicola zeshunii,100.00%,100.00%,635,"Salinicola zeshunii 100.00%
Salinicola acroporae 99.69%
Salinicola salarius 99.06%
Salinicola socius 98.58%
Salinicola halophilus 98.43%
Salinicola tamaricis 96.38%
Salinicola peritrichatus 96.06%
Halomonas salifodinae BC7 96.06%
Halomonas pacifica 95.75%
Salinicola rhizosphaerae 96.32%
Halomonas taeanensis 95.98%
Halomonas shantousis 95.83%
Halomonas muralis 95.12%
Halomonas lutea 95.51%"
AQP 9387,Bacteria,Salinisphaera dokdonensis,98.65%,99.00%,300,"Salinisphaera dokdonensis CL-ES53 98.65%
Salinisphaera shabanensis 96.67%
Salinisphaera aquimarina 96.33%
Salinisphaera halophila YIM 95161 96.58%
Salinisphaera orenii 96.58%"
AQP 9514,Bacteria,"Serratia marcescens subsp. marcescens 99.37%
Serratia marcescens 99.37%
Serratia nematodiphila 99.37%",99.37%,100.00%,635,"Serratia marcescens subsp. marcescens ATCC 13880 99.37%
Serratia marcescens 99.37%
Serratia nematodiphila DZ0503SBS1 99.37%
Serratia surfactantfaciens 98.74%
Serratia ureilytica 98.27%
Serratia entomophila 96.55%
Cronobacter dublinensis subsp. lausannensis 96.54%
Raoultella planticola ATCC 33531 96.54%
Pectobacterium aroidearum 96.22%
Serratia ficaria 96.23%
Raoultella planticola 96.06%
Raoultella ornithinolytica 96.22%
Klebsiella variicola 96.22%
Rouxiella chamberiensis 96.08%
Citrobacter murliniae 96.06%
Klebsiella pneumoniae 96.06%
Enterobacter kobei 96.06%
Raoultella electrica 96.06%
Pseudocitrobacter faecalis 95.91%
Serratia quinivorans 95.92%"
AQP 9427,Bacteria,"Shewanella carassii 99.88%
Shewanella chilikensis 99.51%
Shewanella algae 99.15%
Shewanella indica 98.90%",99.88%,100.00%,820,"Shewanella carassii 99.88%
Shewanella chilikensis 99.51%
Shewanella algae 99.15%
Shewanella indica 98.90%
Shewanella corallii 95.62%
Shewanella marina 95.50%
Shewanella mangrovi 95.24%"
AQP 9557,Bacteria,Shewanella corallii,99.13%,100.00%,803,"Shewanella corallii 99.13%
Shewanella carassii 96.15%
Shewanella fidelis 96.01%
Shewanella mangrovi 95.90%
Shewanella chilikensis 95.78%
Shewanella marisflavi 95.41%
Shewanella marina 95.29%
Shewanella algae 95.30%
Shewanella loihica 95.27%
Shewanella indica 95.30%
Shewanella pneumatophori 95.27%
Shewanella colwelliana 95.02%"
